分類,市町村コード,No,都道府県,市区町村名,地域区分,設置主体,運営主体,保育所型認定こども園,設置・運営主体名,名称,郵便番号,住所,建物ビル名,階数,部屋番号等,緯度,経度,電話番号,内線番号,FAX番号,URL,利用定員（2号）,利用定員（3号）,施設長又は代表者,認可・認定年月日（和暦）,認可・認定年月日（西暦）,備考,更新年月日
道内認可保育所,12041,旭川-051,北海道,旭川市,旭川,一社,一社,,ゆめかご,楽集館,078-8804,旭川市緑が丘東4条3丁目,,,,43.722886,142.383027,0166-65-7355,,,,24,16,戸澤　一泰,平成27年4月1日,2015/4/1,,2022/3/15
道内認可保育所,12041,旭川-052,北海道,旭川市,旭川,株式,株式,,みどり保育園,みどり保育園,078-8372,旭川市旭神2条2丁目,,,,43.73927443,142.3840531,0166-65-2733,,,,17,13,島田　藤恵,平成27年4月1日,2015/4/1,,2022/3/15
道内認可保育所,12041,旭川-053,北海道,旭川市,旭川,株式,株式,○,せせらぎ保育園,認定こども園せせらぎ保育園,079-8418,旭川市永山8条6丁目,,,,43.7879,142.4129,0166-46-1173,,,,36,36,_橋　真樹,平成27年6月1日,2015/6/1,,2022/3/15
道内認可保育所,12041,旭川-054,北海道,旭川市,旭川,一社,一社,,凌雲,おひさまの森,078-8338,旭川市南8条通26丁目,,,,43.747,142.3833,0166-33-7573,,,,30,20,有好　恵子,平成27年9月1日,2015/9/1,,2022/3/15
道内認可保育所,12041,旭川-055,北海道,旭川市,旭川,一社,一社,,フレ・ウィングステージ,キララ保育園,070-0021,旭川市東1条3丁目,,,,43.7799,142.3715,0166-27-3215,,,,22,18,吉田　秀博,平成28年4月1日,2016/4/1,,2022/3/15
道内認可保育所,12041,旭川-056,北海道,旭川市,旭川,社福,社福,○,旭川隣保会,保育所型認定こども園旭川隣保会第三こども園,070-0874,旭川市春光4条4丁目,,,,43.8009,142.3616,0166-51-2965,,,,45,45,内山　悦子,令和2年4月1日,2020/4/1,,2022/3/15
道内認可保育所,12041,旭川-057,北海道,旭川市,旭川,有限,有限,,エルム,エルム保育園,078-8213,旭川市3条通18丁目,,,,43.7632,142.3767,0166-33-3300,,,,21,19,尾野　美奈子,令和3年4月1日,2021/4/1,,2022/3/15
道内認可保育所,12025,函館-001,北海道,函館市,函館,社福,社福,,函館愛育会,おおぞら保育園,042-0914,函館市上湯川町45番29号,,,,41.785125,140.81176,0138-57-2586,,,,25,15,大日向　久美子,昭和53年12月27日,1978/12/27,,2022/3/15
道内認可保育所,12025,函館-002,北海道,函館市,函館,社福,社福,○,函館常光会,認定こども園　函館石川保育園,041-0802,函館市石川町39番地8,,,,41.829,140.741,0138-47-6616,,,,30,40,高野　吉孝,平成20年4月1日,2008/4/1,,2022/3/15
道内認可保育所,12025,函館-003,北海道,函館市,函館,社福,社福,○,つぐみ園,認定こども園　つぐみ保育園,041-0852,函館市鍛治2丁目3番9号,,,,41.8043,140.7701,0138-54-6206,,,,42,28,佐々木　和子,昭和51年9月27日,1976/9/27,,2022/3/15
道内認可保育所,12025,函館-004,北海道,函館市,函館,社福,社福,,函館若葉会,青い鳥保育園,040-0084,函館市大川町4番27号,,,,41.797343,140.735569,0138-43-8161,,,,54,36,中塚　ゆかり,昭和52年12月27日,1977/12/27,,2022/3/15
道内認可保育所,12025,函館-005,北海道,函館市,函館,社福,社福,,育栄会,あすなろ保育園,041-0836,函館市東山2丁目18番1号,,,,41.806038,140.783566,0138-53-7011,,,,40,30,亀井　隆,昭和53年9月27日,1978/9/27,,2022/3/15
道内認可保育所,12025,函館-006,北海道,函館市,函館,社福,社福,○,函館松英会,認定こども園　旭岡保育園,042-0915,函館市西旭岡町1丁目29番地10,,,,41.7932,140.8219,0138-50-2688,,,,24,16,柴田　英雄,昭和54年11月15日,1979/11/15,,2022/3/15
道内認可保育所,12025,函館-007,北海道,函館市,函館,社福,社福,○,函館常光会,認定こども園　コバト保育園,041-0806,函館市美原3丁目31番6号,,,,41.8195,140.7473,0138-46-9923,,,,51,29,高野　常子,昭和55年12月26日,1980/12/26,,2022/3/15
道内認可保育所,12025,函館-008,北海道,函館市,函館,社福,社福,○,育星園,函館認定こども園,040-0041,函館市栄町1番3号,,,,41.7626,140.7273,0138-22-7824,,,,20,20,松本　啓,昭和27年8月11日,1952/8/11,,2022/3/15
道内認可保育所,12025,函館-009,北海道,函館市,函館,社福,社福,,函館つくしっこ会,つくしの子保育園,041-0803,函館市亀田中野町57番地15,,,,41.833951,140.754289,0138-46-8874,,,,32,28,阿部　理香,平成5年4月1日,1993/4/1,,2022/3/15
道内認可保育所,12025,函館-010,北海道,函館市,函館,学校,学校,○,函館大谷学園,函館大谷短期大学附属港認定こども園,041-0821,函館市港町1丁目25番1号,,,,41.8052,140.7243,0138-83-2412,,,,30,20,石山　真由美,平成25年4月1日,2013/4/1,,2022/3/15
道内認可保育所,12025,函館-011,北海道,函館市,函館,宗教,宗教,○,真宗寺,認定こども園　眞宗寺保育園,040-0014,函館市中島町32番13号,,,,41.7858,140.7432,0138-51-3840,,,,25,15,伴田　昭夫,昭和23年12月1日,1948/12/1,,2022/3/15
道内認可保育所,12025,函館-012,北海道,函館市,函館,財団,財団,○,鉄道弘済会,人見認定こども園,040-0005,函館市人見町9番3号,,,,41.7814,140.7586,0138-52-5707,,,,57,33,川野　雄一,昭和29年9月1日,1954/9/1,,2022/3/15
道内認可保育所,12025,函館-013,北海道,函館市,函館,社福,社福,○,育星園,いづみ認定こども園,040-0025,函館市堀川町30番3号,,,,41.779,140.7463,0138-51-8736,,,,37,23,松本　ヒロ子,昭和32年3月1日,1957/3/1,,2022/3/15
道内認可保育所,12025,函館-014,北海道,函館市,函館,社福,社福,,ろうふく会,函館福ちゃん保育園,041-0841,函館市日吉町4丁目13番5号,,,,41.805455,140.78951,0138-52-4151,,,,30,30,桜井　陽子,昭和43年12月28日,1968/12/28,,2022/3/15
道内認可保育所,12025,函館-015,北海道,函館市,函館,社福,社福,,ろうふく会,函館亀田港保育園,041-0822,函館市亀田港町52番14号,,,,41.810924,140.722681,0138-41-0365,,,,33,27,坂田　耕士,平成18年4月1日,2006/4/1,,2022/3/15
道内認可保育所,12025,函館-016,北海道,函館市,函館,社福,社福,○,貞信福祉会,認定こども園　函館上湯川保育園,042-0914,函館市上湯川町10番12号,,,,41.781,140.8103,0138-57-2619,,,,44,36,奥山　早苗,昭和47年4月1日,1972/4/1,,2022/3/15
道内認可保育所,12025,函館-017,北海道,函館市,函館,社福,社福,○,ドルカス福祉会,函館三育認定こども園,040-0001,函館市五稜郭町7番22号,,,,41.7939,140.7499,0138-51-7664,,,,42,38,小澤　真由美,昭和47年4月1日,1972/4/1,,2022/3/15
道内認可保育所,12025,函館-018,北海道,函館市,函館,社福,社福,,育栄会,神山保育園,041-0853,函館市中道2丁目45番2号,,,,41.811814,140.761761,0138-51-8339,,,,45,35,久保　正樹,昭和47年4月1日,1972/4/1,,2022/3/15
道内認可保育所,12025,函館-019,北海道,函館市,函館,社福,社福,○,貞信福祉会,認定こども園　函館深堀保育園,042-0941,函館市深堀町27番2号,,,,41.7873,140.7787,0138-33-0033,,,,40,40,甚野　眞実,平成23年4月1日,2011/4/1,,2022/3/15
道内認可保育所,12025,函館-020,北海道,函館市,函館,市,市,○,函館市,認定こども園函館市つつじ保育園,041-0525,函館市日ﾉ浜町172番地8,,,,41.7903,141.1023,0138-85-3555,,,,30,15,佐藤　小枝子,平成22年4月1日,2010/4/1,,2022/3/15
道内認可保育所,12025,函館-021,北海道,函館市,函館,社福,社福,○,函館カトリック社会福祉協会,認定こども園うみの星保育園,040-0022,函館市日乃出町27番3号,,,,41.776,140.755,0138-54-1333,,,,38,22,蛯谷　小百美,昭和48年4月1日,1973/4/1,,2022/3/15
道内認可保育所,12025,函館-022,北海道,函館市,函館,社福,社福,○,育星園,認定こども園函館美原保育園,041-0806,函館市美原1丁目29番21号,,,,41.8132,140.7495,0138-62-2011,,,,52,38,松本　怜,平成19年4月1日,2007/4/1,,2022/3/15
道内認可保育所,12025,函館-023,北海道,函館市,函館,社福,社福,○,函館市民生事業協会,認定こども園　函館桔梗保育園,041-0808,函館市桔梗3丁目1番29号,,,,41.8433,140.7303,0138-47-1337,,,,54,46,石田　由恵,平成17年3月31日,2005/3/31,,2022/3/15
道内認可保育所,12025,函館-024,北海道,函館市,函館,社福,社福,○,函館市民生事業協会,認定こども園　函館高砂保育園,040-0063,函館市若松町35番16号,,,,41.7764,140.7325,0138-23-5740,,,,51,39,岩崎　裕香,昭和29年11月1日,1954/11/1,,2022/3/15
道内認可保育所,12025,函館-025,北海道,函館市,函館,社福,社福,○,函館市民生事業協会,認定こども園　函館市松陰保育園,040-0003,函館市松陰町30番5号,,,,41.7912,140.7627,0138-52-2217,,,,45,45,勢田　珠巨,昭和23年4月1日,1948/4/1,,2022/3/15
道内認可保育所,12025,函館-026,北海道,函館市,函館,社福,社福,○,函館杉の子園,認定こども園　杉の子保育園,040-0011,函館市本町9番23号,,,,41.7901,140.7511,0138-51-7561,,,,21,24,長谷川　久子,昭和25年4月1日,1950/4/1,,2022/3/15
道内認可保育所,12092,北海道-001,北海道,夕張市,空知,社福,社福,,夕張保育協会,新夕張保育園,068-0411,夕張市末広2丁目4番地1,,,,43.04454621,141.9642715,0123-52-2088,,,,12,8,鈴木　理恵,昭和28年4月1日,1953/4/1,,2022/3/15
道内認可保育所,12092,北海道-002,北海道,夕張市,空知,社福,社福,,夕張保育協会,沼ノ沢保育園,068-0751,夕張市沼ﾉ沢827番地4,,,,42.955728,142.028285,0123-57-3164,,,,8,12,谷垣　裕美,昭和53年5月30日,1978/5/30,,2022/3/15
道内認可保育所,12106,北海道-003,北海道,岩見沢市,空知,市,市,,岩見沢市,ふれあい子どもセンター,068-0820,岩見沢市東山2丁目1番2号,,,,43.193488,141.782529,0126-22-2094,,,,60,30,成田　敦子,昭和42年4月1日,1967/4/1,,2022/3/15
道内認可保育所,12106,北海道-004,北海道,岩見沢市,空知,社福,社福,,北翠会,なかよし保育園,068-0045,岩見沢市北5条西10丁目4番1号,,,,43.209108,141.748492,0126-23-0879,,,,30,30,乾　民夫,昭和43年4月1日,1968/4/1,,2022/3/15
道内認可保育所,12106,北海道-005,北海道,岩見沢市,空知,社福,社福,,母心学園,みその保育園,068-0814,岩見沢市美園4条3丁目2番16号,,,,43.18862,141.763012,0126-22-1027,,,,31,29,松谷　トシ子,昭和44年5月31日,1969/5/31,,2022/3/15
道内認可保育所,12106,北海道-006,北海道,岩見沢市,空知,社福,社福,,めぐみ学園,日の出保育園,068-0824,岩見沢市日の出北1丁目7番6号,,,,43.208821,141.787333,0126-23-2500,,,,43,47,千葉　潤,昭和46年10月21日,1971/10/21,,2022/3/15
道内認可保育所,12106,北海道-007,北海道,岩見沢市,空知,社福,社福,,みなみ保育園,みなみ保育園,068-0815,岩見沢市美園5条8丁目3番9号,,,,43.183473,141.760465,0126-24-1046,,,,49,41,大床　泰司,昭和49年10月30日,1974/10/30,,2022/3/15
道内認可保育所,12106,北海道-008,北海道,岩見沢市,空知,社福,社福,,あかしや保育園,あかしや保育園,068-0003,岩見沢市3条東18丁目6番地2,,,,43.218886,141.791488,0126-24-2681,,,,29,31,山本　重弘,昭和50年10月31日,1975/10/31,,2022/3/15
道内認可保育所,12106,北海道-009,北海道,岩見沢市,空知,社福,社福,,恵愛学園,さくらぎ保育園,068-0058,岩見沢市桜木1条6丁目3番15号,,,,43.215219,141.764658,0126-24-6186,,,,24,36,笈川　直幸,昭和51年9月18日,1976/9/18,,2022/3/15
道内認可保育所,12106,北海道-010,北海道,岩見沢市,空知,社福,社福,,央西会,西保育園,068-0023,岩見沢市3条西10丁目13番地3,,,,43.199834,141.757508,0126-24-2940,,,,47,43,西尾　勝治,昭和52年2月21日,1977/2/21,,2022/3/15
道内認可保育所,12106,北海道-011,北海道,岩見沢市,空知,社福,社福,○,幌向保育会,ほろむい認定こども園とことん,069-0373,岩見沢市幌向南3条2丁目231番地91,,,,43.1469,141.6625,0126-26-3633,,,,50,40,鶴岡　智美,昭和53年11月17日,1978/11/17,,2022/3/15
道内認可保育所,12106,北海道-012,北海道,岩見沢市,空知,社福,社福,,央西会,中央保育園,068-0028,岩見沢市8条西8丁目4番地2,,,,43.19612421,141.7636944,0126-25-0842,,,,54,36,柴田　勤,昭和55年4月1日,1980/4/1,,2022/3/15
道内認可保育所,12106,北海道-013,北海道,岩見沢市,空知,社福,社福,,志文保育会,志文保育園,068-0844,岩見沢市志文本町4条5丁目1番地,,,,43.159419,141.749745,0126-25-1435,,,,36,24,内田　江理子,昭和55年3月11日,1980/3/11,,2022/3/15
道内認可保育所,12106,北海道-014,北海道,岩見沢市,空知,社福,社福,,岩見沢鉄北保育会,みどり保育園,068-0052,岩見沢市元町2条西2丁目12番地,,,,43.207664,141.762158,0126-22-2104,,,,25,35,小谷　憲之,昭和55年4月1日,1980/4/1,,2022/3/15
道内認可保育所,12106,北海道-015,北海道,岩見沢市,空知,社福,社福,,岩見沢トネベツ保育会,ひまわり保育園,068-0005,岩見沢市5条東13丁目9番地14,,,,43.21062181,141.7817188,0126-24-5595,,,,31,29,佐藤　善樹,昭和56年1月26日,1981/1/26,,2022/3/15
道内認可保育所,12106,北海道-016,北海道,岩見沢市,空知,社福,社福,○,岩見沢東部保育会,岩見沢ひがし認定こども園,068-0013,岩見沢市東町1条8丁目932番地67,,,,43.2236,141.7977,0126-23-9552,,,,28,32,来本　博俊,昭和57年2月18日,1982/2/18,,2022/3/15
道内認可保育所,12106,北海道-017,北海道,岩見沢市,空知,市,その他,○,特定非営利活動法人　栗沢保育会,岩見沢市立栗沢認定こども園,068-0125,岩見沢市栗沢町南本町23番地1,,,,43.1174,141.741,0126-45-3000,,,,30,15,新保　さつ子,平成29年4月1日,2017/4/1,,2022/3/15
道内認可保育所,12157,北海道-018,北海道,美唄市,空知,市,市,○,美唄市,美唄市認定こども園ひまわり,072-0823,美唄市字美唄1718番地,,,,43.3118,141.8721,0126-62-1042,,,,14,6,渋谷　好見,平成25年4月1日,2013/4/1,,2022/3/15
道内認可保育所,12157,北海道-019,北海道,美唄市,空知,市,市,,美唄市,美唄市立ピパの子保育園,072-0003,美唄市東2条北2丁目1番1号,,,,43.3343,141.8641,0126-35-4711,,,,100,50,関　　祥代,平成28年4月1日,2016/4/1,,2022/3/15
道内認可保育所,12165,北海道-020,北海道,芦別市,空知,市,市,,芦別市,つばさ保育園,075-0041,芦別市本町28番地,,,,43.517,142.1962,0124-24-2772,,,,72,38,土田　ひろみ,昭和41年1月1日,1966/1/1,,2022/3/15
道内認可保育所,12181,北海道-021,北海道,赤平市,空知,市,市,,赤平市,文京保育所,079-1133,赤平市豊里34番地6,,,,43.56255538,142.047665,0125-32-3387,,,,50,25,小野寺　洋子,昭和50年3月12日,1975/3/12,,2022/3/15
道内認可保育所,12181,北海道-022,北海道,赤平市,空知,市,市,,赤平市,若葉保育所,079-1262,赤平市茂尻新春日町2丁目1番地,,,,43.54056186,142.0876863,0125-32-2438,,,,26,19,植田　恵子,昭和50年3月12日,1975/3/12,,2022/3/15
道内認可保育所,12220,北海道-023,北海道,三笠市,空知,市,市,,三笠市,三葉保育所,068-2166,三笠市萱野127番地の9,,,,43.2306,141.8244,01267-3-1449,,,,20,25,岡本　香織,昭和61年1月1日,1986/1/1,,2022/3/15
道内認可保育所,12254,北海道-024,北海道,滝川市,空知,市,市,,滝川市,滝川中央保育所,073-0032,滝川市明神町3丁目7番24号,,,,43.5556,141.9126,0125-23-2831,,,,50,40,佐藤　幸恵,昭和42年4月1日,1967/4/1,,2022/3/15
道内認可保育所,12254,北海道-025,北海道,滝川市,空知,社福,社福,,滝川市社会福祉事業団,一の坂保育所,073-0017,滝川市一の坂町西3丁目7番36号,,,,43.56724,141.90868,0125-23-0303,,,,52,38,川原　範子,平成26年4月1日,2014/4/1,,2022/3/15
道内認可保育所,12254,北海道-026,北海道,滝川市,空知,社福,社福,,滝川市社会福祉事業団,江部乙保育所,073-0462,滝川市江部乙町西12丁目14番13号,,,,43.630263,141.938369,0125-75-2134,,,,30,30,加藤　夕起子,平成26年4月1日,2014/4/1,,2022/3/15
道内認可保育所,12254,北海道-027,北海道,滝川市,空知,社福,社福,,滝川市社会福祉事業団,二の坂保育所,073-0005,滝川市二の坂町東3丁目1番28号,,,,43.578046,141.924845,0125-24-5152,,,,45,45,森　純代,昭和54年3月17日,1979/3/17,,2022/3/15
道内認可保育所,12254,北海道-028,北海道,滝川市,空知,社福,社福,,滝川市社会福祉事業団,花月保育所,073-0036,滝川市花月町2丁目5番1号,,,,43.5518,141.9056,0125-24-6027,,,,70,60,浦上　明子,平成26年4月1日,2014/4/1,,2022/3/15
道内認可保育所,12262,北海道-029,北海道,砂川市,空知,市,市,,砂川市,砂川市立ひまわり保育園,073-0135,砂川市東5条南11丁目3番5号,,,,43.476347,141.907369,0125-54-4555,,,,58,32,_杉　有希子,昭和47年1月1日,1972/1/1,,2022/3/15
道内認可保育所,12262,北海道-030,北海道,砂川市,空知,市,市,,砂川市,砂川市立さくら保育園,073-0165,砂川市西5条北14丁目29番地3,,,,43.509763,141.908444,0125-52-3335,,,,58,32,金山　裕子,昭和47年1月1日,1972/1/1,,2022/3/15
道内認可保育所,12262,北海道-031,北海道,砂川市,空知,市,市,,砂川市,砂川市立空知太保育所,073-0102,砂川市空知太東2条2丁目4番2号,,,,43.528828,141.920182,0125-53-3287,,,,45,15,寺口　貴子,昭和57年12月28日,1982/12/28,,2022/3/15
道内認可保育所,12289,北海道-032,北海道,深川市,空知,市,NPO,,"非特定営利活動法人
深川市公私連稀有保育会",新中央保育園,074-0006,深川市6条11番1号,,,,43.7182,142.0471,0164-34-6011,,,,66,34,北出　清美,令和2年4月1日,2020/4/1,,2022/3/15
道内認可保育所,12289,北海道-033,北海道,深川市,空知,市,NPO,,"非特定営利活動法人
深川市公私連稀有保育会",納内保育園,078-0153,深川市納内町北1番86号,,,,43.73401496,142.1285875,0164-24-2846,,,,12,9,浦田　由佳子,令和2年4月1日,2020/4/1,,2022/3/15
道内認可保育所,12289,北海道-034,北海道,深川市,空知,社福,社福,○,多度志保育会,たどし認定こども園かぜっこ,074-0141,深川市多度志630番地,,,,43.8165,142.0314,0164-27-2750,,,,5,5,殿平　真,昭和47年2月1日,1972/2/1,,2022/3/15
道内認可保育所,12289,北海道-035,北海道,深川市,空知,社福,社福,○,聖公会北海道福祉会,認定こども園深川あけぼの保育園,074-0031,深川市あけぼの町17番6号,,,,43.7459,142.0318,0164-23-4430,,,,18,14,岡本　俊秀,昭和48年3月9日,1973/3/9,,2022/3/15
道内認可保育所,12289,北海道-036,北海道,深川市,空知,社福,社福,,揺籃会,深川西町保育所,074-0012,深川市西町17番31号,,,,43.712743,142.029643,0164-22-7881,,,,36,24,宮野　隆生,昭和52年1月31日,1977/1/31,,2022/3/15
道内認可保育所,12289,北海道-037,北海道,深川市,空知,社福,社福,,深川愛育会,北光保育園,074-0022,深川市北光町2丁目12番38号,,,,43.729228,142.043327,0164-22-3567,,,,39,31,浅利　法子,昭和57年3月31日,1982/3/31,,2022/3/15
道内認可保育所,12289,北海道-038,北海道,深川市,空知,社福,社福,,深川愛育会,音江中央保育園,074-1273,深川市音江町2丁目11番41号,,,,43.696802,142.078366,0164-25-2252,,,,20,10,篠原　いずみ,昭和58年3月29日,1983/3/29,,2022/3/15
道内認可保育所,12289,北海道-039,北海道,深川市,空知,社福,社福,○,若葉会,わかば認定こども園,074-0031,深川市あけぼの町11番50号,,,,43.7448,142.0386,0164-22-5085,,,,9,9,渡辺　英雄,平成27年4月1日,2015/4/1,,2022/3/15
道内認可保育所,14231,北海道-040,北海道,南幌町,空知,社福,社福,,水の会,南幌いちい保育園,069-0235,南幌町中央2丁目2番2号,,,,43.058666,141.652801,011-378-2734,,,,43,27,松木　千秋,平成19年3月22日,2007/3/22,,2022/3/15
道内認可保育所,14249,北海道-041,北海道,奈井江町,空知,町,町,○,奈井江町,奈井江町認定こども園はぐくみ,079-0313,奈井江町字奈井江町245番地8,,,,43.421104,141.883224,0125-65-2780,,,,59,31,伊藤　美樹,昭和48年11月30日,1973/11/30,,2022/3/15
道内認可保育所,14257,北海道-042,北海道,上砂川町,空知,町,町,○,上砂川町,上砂川町認定こども園ふたば,073-0212,上砂川町字鶉283番地4,,,,43.4819,141.974,0125-62-4254,,,,30,15,木村　敦子,昭和30年4月1日,1955/4/1,,2022/3/15
道内認可保育所,14273,北海道-043,北海道,由仁町,空知,学校,学校,,由仁学園,三川保育園,069-1131,由仁町三川泉町201番地の7,,,,42.9437,141.808,0123-86-2544,,,,20,15,山川　大順,令和2年4月1日,2020/4/1,,2022/3/15
道内認可保育所,14281,北海道-044,北海道,長沼町,空知,町,町,,長沼町,南長沼保育園,069-1454,長沼町東4線南6番地,,,,42.9639,141.683,0123-88-3535,,,,39,6,東山　貴子,昭和46年8月31日,1971/8/31,,2022/3/15
道内認可保育所,14281,北海道-045,北海道,長沼町,空知,町,町,,長沼町,中央長沼保育園,069-1315,長沼町南町2丁目3番3号,,,,43.004341,141.687391,0123-88-3025,,,,90,60,宮川　玲佳,昭和49年4月1日,1974/4/1,,2022/3/15
道内認可保育所,14290,北海道-046,北海道,栗山町,空知,社福,社福,○,水の会,栗山いちい認定こども園,069-1511,栗山町中央3丁目309番地5,,,,43.0565,141.7795,0123-72-1572,,,,62,28,福士　由香里,令和2年4月1日,2020/4/1,,2022/3/15
道内認可保育所,14290,北海道-047,北海道,栗山町,空知,学校,学校,,松田学園,継立まつば保育園,068-0353,栗山町字継立176番地29,,,,43.023773,141.8596411,0123-75-2032,,,,20,10,松田　薫,平成26年4月1日,2014/4/1,,2022/3/15
道内認可保育所,14303,北海道-048,北海道,月形町,空知,町,社福,○,雪の聖母園,月形町認定こども園花の里こども園,061-0514,月形町46番地1,,,,43.3313,141.6616,0126-37-2155,,,,31,30,豊田　揺子,平成11年4月11日,1999/4/11,,2022/3/15
道内認可保育所,14320,北海道-049,北海道,新十津川町,空知,町,学校,,華園学園,新十津川保育園,073-1103,新十津川町中央72番地48,,,,43.55932681,141.8766648,0125-76-2419,,,,72,38,加藤　千守子,昭和52年4月1日,1977/4/1,,2022/3/15
道内認可保育所,14338,北海道-050,北海道,妹背牛町,空知,町,町,○,妹背牛町,認定こども園妹背牛保育所,079-0500,妹背牛町字妹背牛4313番地の12,,,,43.6895,141.9653,0164-32-2501,,,,41,19,鎌田　悟美,昭和48年12月1日,1973/12/1,,2022/3/15
道内認可保育所,14346,北海道-051,北海道,秩父別町,空知,町,社福,○,秩父別町社会福祉協議会,秩父別町認定こども園くるみ,078-2192,秩父別町1302番地の107,,,,43.7678,141.9611,0164-33-2450,,,,55,15,紺野　隆子,平成24年4月1日,2012/4/1,,2022/3/15
道内認可保育所,14389,北海道-052,北海道,沼田町,空知,社福,社福,○,沼田保育園,沼田認定こども園,078-2202,沼田町南1条6丁目6番30号,,,,43.8067,141.9293,0164-36-2077,,,,40,20,土肥　芳子,昭和32年9月30日,1957/9/30,,2022/3/15
道内認可保育所,12173,北海道-053,北海道,江別市,石狩,市,市,,江別市,やよい保育園,067-0073,江別市弥生町18-2,,,,43.1048,141.5454,011-383-5397,,,,72,48,澤_　友子,昭和53年1月24日,1978/1/24,,2022/3/15
道内認可保育所,12173,北海道-054,北海道,江別市,石狩,社福,社福,,誠染保育園,誠染保育園,069-0852,江別市大麻東町26-4,,,,43.078365,141.501604,011-386-8110,,,,60,30,山崎　佐保子,昭和44年10月1日,1969/10/1,,2022/3/15
道内認可保育所,12173,北海道-055,北海道,江別市,石狩,市,社福,,江別わかば福祉会,あかしや保育園,069-0821,江別市東野幌町47-8,,,,43.0924,141.5421,011-382-3852,,,,63,27,佐々木　幸恵,昭和41年10月1日,1966/10/1,,2022/3/15
道内認可保育所,12173,北海道-056,北海道,江別市,石狩,社福,社福,,北海道友愛福祉会,愛保育園,069-0812,江別市幸町8-9,,,,43.100141,141.53085,011-384-0330,,,,76,44,原　利明,昭和51年4月1日,1976/4/1,,2022/3/15
道内認可保育所,12173,北海道-057,北海道,江別市,石狩,社福,社福,,江別わかば福祉会,わかば保育園,069-0831,江別市野幌若葉町4-6,,,,43.086587,141.522407,011-383-7732,,,,69,51,上岡　そのみ,昭和56年3月31日,1981/3/31,,2022/3/15
道内認可保育所,12173,北海道-058,北海道,江別市,石狩,市,市,,江別市,よつば保育園,069-0816,江別市野幌住吉町37-7,,,,43.0906,141.5097,011-389-3700,,,,86,64,山崎　尚江,平成28年11月1日,2016/11/1,,2022/3/15
道内認可保育所,12173,北海道-059,北海道,江別市,石狩,社福,社福,,ふきのとう,ゆめのみ保育園,069-0852,江別市大麻東町30番地10,,,,43.0793,141.5007,011-398-5081,,,,30,10,波田　英貴,平成31年4月1日,2019/4/1,,2022/3/15
道内認可保育所,12173,北海道-060,北海道,江別市,石狩,株,株,,スマイルクルー,おひさまのっぽろ保育園,069-0817,江別市野幌代々木町61番12,,,,43.0953,141.5196,011-807-0580,,,,45,25,成田　裕子,平成31年4月1日,2019/4/1,,2022/3/15
道内認可保育所,12173,北海道-061,北海道,江別市,石狩,株,株,,グローバル・コミュニケーションズ,きっずぱーく江別保育園,067-0063,江別市上江別西町5-7,,,,43.106,141.5525,011-398-3806,,,,22,18,石川　浩一,平成31年4月1日,2019/4/1,,2022/3/15
道内認可保育所,12173,北海道-062,北海道,江別市,石狩,株,株,,グローバル・コミュニケーションズ,きっずぱーく野幌保育園,069-0813,江別市野幌町67番30,,,,43.0917,141.5239,011-887-9536,,,,21,19,熊井　達也,令和3年4月1日,2021/4/1,,2022/3/15
道内認可保育所,12173,北海道-063,北海道,江別市,石狩,合同会社,合同会社,,ＳＡＮＳＵＩ,野幌みつばち保育園,069-0813,江別市野幌町32番4,,,,43.0947,141.5303,011-887-8195,,,,24,16,高橋　礼子,令和3年4月1日,2021/4/1,,2022/3/15
道内認可保育所,12246,北海道-064,北海道,千歳市,石狩,社福,社福,,恵愛会,第２住吉保育園,066-0022,千歳市豊里2丁目7番7号,,,,42.8379,141.6683,0123-40-5500,,,,0,45,大原　多美子,平成29年4月1日,2017/4/1,,2022/3/15
道内認可保育所,12246,北海道-065,北海道,千歳市,石狩,NPO,NPO,,北陽保育園,北陽保育園,066-0032,千歳市北陽1丁目12番2号,,,,42.84593,141.642329,0123-23-3975,,,,0,20,三溝　昌宏,平成30年4月1日,2018/4/1,,2022/3/15
道内認可保育所,12246,北海道-066,北海道,千歳市,石狩,NPO,NPO,,えにわスマイル保育園,ちとせスマイル保育園,066-0026,千歳市住吉5丁目1番24号,,,,42.8286,141.6648,0123-21-8892,,,,18,18,澤崎　茂雄,令和2年4月1日,2020/4/1,,2022/3/15
道内認可保育所,12246,北海道-067,北海道,千歳市,石狩,株,株,○,育未,あさ陽認定こども園,066-0019,千歳市流通3丁目1-22,,,,42.8281,141.6858,0123-29-5530,,,,60,30,久住　登美子,令和2年4月1日,2020/4/1,,2022/3/15
道内認可保育所,12319,北海道-068,北海道,恵庭市,石狩,市,市,,恵庭市,すみれ保育園,061-1434,恵庭市柏陽町3丁目24-1,,,,42.896332,141.570051,0123-33-3388,,,,51,39,深田　千秋,昭和55年4月1日,1980/4/1,,2022/3/15
道内認可保育所,12319,北海道-069,北海道,恵庭市,石狩,NPO,NPO,○,認定こども園幼稚舎えるむ,認定こども園幼稚舎えるむ,061-1407,恵庭市黄金北4丁目7番8号,,,,42.89480864,141.5889695,0123-33-0010,,,,27,42,岩下　睦子,平成24年3月7日,2012/3/7,,2022/3/15
